url,img,name,price,body_part,weather_condition,gender
https://www.boyner.com.tr/benetton-t-shirt-1121402,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002847484_500_01.jpg,Benetton V Yaka Mor Kadın T-Shirt 3GA2E4230,94.97,Top,Thin,Female
https://www.boyner.com.tr/brigitte-bardot-t-shirt-144268,https://statics.boyner.com.tr/mnresize/325/451/productimages/5000105491_020_01.jpg,Brigitte Bardot Gri Kadın T-Shirt BB48050,159.99,Top,Thin,Female
https://www.boyner.com.tr/aeropostale-t-shirt-1295413,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002801489_001_01.jpg,Aeropostale Bisiklet Yaka Baskılı Siyah Kadın T-Shirt K-3754,69.95,Top,Thin,Female
https://www.boyner.com.tr/people-by-fabrika-t-shirt-1054408,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002758305_020_01.jpg,People By Fabrika Bisiklet Yaka Kısa Kol Gri Kadın T-Shirt,69.99,Top,Thin,Female
https://www.boyner.com.tr/fashion-friends-t-shirt-1028726,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002687583_100_01.jpg,Fashion Friends Bisiklet Yaka Kısa Kollu Baskılı Normal Kalıp Beyaz Kadın T-Shirt,59.99,Top,Thin,Female
https://www.boyner.com.tr/aeropostale-t-shirt-1012988,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002657721_650_01.jpg,Aeropostale Pembe Bisiklet Yaka Kadın T-Shirt,159.99,Top,Thin,Female
https://www.boyner.com.tr/network-t-shirt-1137602,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002838615_100_01.jpg,Network 1082568 Bisiklet Yaka Basic Baskılı Beyaz Kadın T-Shirt,421.49,Top,Thin,Female
https://www.boyner.com.tr/network-t-shirt-1119048,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002840713_680_01.jpg,Network Bisiklet Yaka  Basic Nakışlı Somon Kadın T-Shirt  -  1082926,404.01,Top,Thin,Female
https://www.boyner.com.tr/u.s.-polo-assn.-polo-t-shirt-1011421,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002682940_411_434.jpg,U.S. Polo Assn. Polo Yaka Düz Lacivert Kadın T-Shirt TP0121,69.99,Top,Thin,Female
https://www.boyner.com.tr/aeropostale-t-shirt-842708,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002392217_100_06.jpg,Aeropostale Beyaz T-Shirt,99.99,Top,Thin,Female
https://www.boyner.com.tr/u.s.-polo-assn.-polo-t-shirt-1156283,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002842836_650_01.jpg,U.S. Polo Assn. Polo Yaka Desenli Pembe Kadın T-Shirt GARAJ,699.95,Top,Thin,Female
https://www.boyner.com.tr/reebok-t-shirt-1157372,https://statics.boyner.com.tr/mnresize/325/451/productimages/5002820604_651_01.jpg,Reebok Pembe Kadın Sporcu Sütyeni  GR9468RE,199.99,Top,Thin,Female
